1	5	1
1	6	2
1	10	1
1	11	4
1	12	3
1	13	3
1	15	2
1	18	1
1	19	1
1	22	1
1	23	1
1	25	1
1	27	2
1	34	2
1	35	1
1	36	2
1	41	1
1	42	1
1	43	1
1	44	1
1	45	1
1	46	1
1	47	2
1	51	1
1	53	1
1	58	1
1	59	1
1	60	1
1	61	1
1	62	4
1	63	1
1	64	3
1	67	1
1	69	1
1	72	1
1	75	6
1	76	3
1	77	2
1	78	3
1	79	2
1	80	1
1	81	1
1	83	1
1	85	2
1	88	4
1	93	1
1	94	2
1	95	2
1	98	2
1	100	1
1	101	1
1	102	2
1	103	1
1	104	1
1	105	1
1	106	3
1	107	3
1	108	2
1	109	1
1	111	1
1	114	1
2	3	4
2	4	1
2	5	8
2	6	4
2	7	4
2	8	2
2	9	1
2	11	4
2	12	3
2	13	2
2	14	3
2	16	3
2	17	1
2	18	1
2	19	1
2	20	3
2	21	1
2	23	2
2	24	1
2	26	3
2	27	2
2	28	3
2	29	1
2	30	1
2	31	2
2	34	9
2	35	1
2	37	2
2	41	1
2	43	1
2	44	2
2	45	6
2	46	2
2	47	5
2	49	1
2	50	1
2	51	2
2	56	1
2	59	1
2	61	3
2	64	1
2	71	1
2	72	4
2	74	1
2	75	5
2	76	1
2	79	6
2	81	2
2	83	1
2	85	1
2	86	1
2	88	1
2	89	1
2	90	2
2	91	1
2	92	3
2	93	7
2	94	2
2	95	3
2	97	2
2	100	2
2	101	2
2	102	1
2	103	1
2	104	3
2	105	2
2	106	8
2	107	1
2	109	3
2	110	4
2	112	6
2	113	1
2	114	6
3	4	2
3	5	2
3	7	3
3	8	1
3	11	1
3	12	4
3	16	2
3	17	1
3	18	2
3	19	2
3	23	1
3	25	1
3	26	2
3	27	3
3	29	1
3	30	1
3	31	2
3	32	1
3	33	1
3	34	2
3	35	1
3	40	1
3	41	1
3	42	1
3	44	3
3	45	3
3	46	1
3	47	3
3	49	1
3	51	1
3	59	1
3	63	1
3	64	2
3	67	1
3	71	7
3	72	4
3	73	1
3	75	2
3	76	1
3	77	1
3	79	5
3	81	1
3	85	2
3	88	1
3	91	1
3	92	1
3	93	4
3	94	1
3	97	1
3	100	1
3	101	3
3	102	1
3	103	2
3	104	3
3	106	3
3	109	1
3	110	2
3	112	2
3	113	1
3	114	3
4	5	6
4	6	1
4	7	3
4	8	1
4	11	4
4	12	3
4	13	1
4	14	2
4	16	2
4	17	2
4	18	2
4	19	1
4	20	2
4	23	3
4	24	2
4	26	1
4	27	4
4	29	1
4	31	1
4	32	1
4	33	1
4	34	8
4	36	1
4	38	2
4	39	1
4	40	2
4	42	1
4	44	4
4	45	4
4	46	1
4	47	7
4	49	2
4	51	1
4	53	1
4	56	1
4	57	3
4	59	3
4	60	1
4	61	1
4	63	3
4	64	4
4	67	1
4	69	1
4	71	3
4	72	3
4	74	1
4	75	6
4	76	3
4	77	1
4	79	10
4	81	2
4	82	2
4	84	1
4	85	1
4	86	1
4	89	1
4	91	1
4	92	3
4	93	6
4	94	2
4	97	1
4	99	1
4	100	4
4	101	4
4	103	3
4	104	5
4	105	1
4	106	6
4	109	5
4	110	3
4	112	7
4	114	6
5	6	4
5	7	3
5	8	3
5	9	1
5	10	2
5	11	13
5	12	18
5	13	4
5	14	6
5	15	2
5	16	5
5	17	5
5	18	4
5	19	5
5	20	4
5	21	5
5	22	3
5	23	9
5	24	6
5	25	3
5	26	6
5	27	9
5	28	7
5	29	2
5	30	2
5	31	6
5	32	2
5	33	1
5	34	31
5	35	1
5	36	2
5	37	2
5	38	4
5	39	6
5	40	9
5	41	3
5	42	5
5	44	4
5	45	36
5	46	12
5	47	25
5	48	6
5	49	1
5	50	2
5	51	10
5	55	2
5	56	1
5	57	5
5	58	3
5	59	3
5	60	1
5	61	6
5	62	1
5	63	8
5	64	9
5	65	4
5	66	5
5	67	6
5	68	2
5	69	2
5	70	4
5	71	2
5	72	12
5	73	8
5	74	2
5	75	19
5	76	3
5	77	1
5	78	5
5	79	27
5	80	1
5	81	6
5	82	6
5	83	10
5	84	3
5	85	3
5	86	3
5	87	1
5	88	3
5	89	1
5	90	5
5	91	4
5	92	12
5	93	36
5	94	9
5	95	5
5	96	3
5	97	3
5	98	2
5	99	2
5	100	16
5	101	13
5	102	4
5	103	3
5	104	17
5	105	2
5	106	29
5	107	2
5	108	7
5	109	10
5	110	17
5	111	2
5	112	28
5	113	4
5	114	25
6	8	2
6	10	3
6	11	11
6	12	3
6	13	6
6	14	2
6	15	3
6	17	2
6	18	9
6	20	2
6	21	5
6	22	5
6	24	1
6	25	3
6	26	1
6	27	1
6	29	5
6	30	3
6	31	8
6	32	5
6	33	1
6	34	2
6	36	1
6	37	2
6	39	3
6	40	2
6	41	1
6	43	1
6	45	5
6	46	1
6	47	4
6	48	1
6	49	1
6	50	2
6	51	7
6	52	1
6	53	3
6	54	1
6	55	1
6	56	3
6	57	1
6	58	3
6	59	4
6	60	1
6	61	4
6	62	2
6	64	2
6	65	1
6	66	1
6	67	1
6	69	5
6	70	1
6	74	2
6	75	13
6	76	2
6	77	2
6	78	5
6	79	10
6	81	1
6	82	1
6	83	2
6	84	2
6	85	1
6	86	1
6	87	1
6	88	4
6	89	4
6	91	1
6	93	4
6	94	10
6	95	3
6	96	4
6	97	1
6	98	1
6	99	2
6	100	3
6	101	2
6	102	3
6	103	1
6	104	1
6	105	1
6	106	5
6	107	3
6	108	2
6	109	2
6	110	2
6	111	1
6	112	4
6	113	2
6	114	5
7	9	1
7	11	2
7	12	1
7	14	1
7	15	1
7	16	3
7	17	1
7	18	1
7	19	1
7	23	1
7	28	2
7	29	2
7	30	1
7	31	2
7	32	2
7	33	1
7	34	5
7	37	1
7	44	1
7	45	2
7	46	1
7	47	3
7	49	1
7	57	2
7	58	1
7	59	1
7	64	1
7	67	1
7	69	1
7	71	4
7	72	2
7	75	4
7	77	1
7	79	5
7	81	1
7	82	1
7	83	1
7	90	3
7	91	2
7	92	2
7	93	1
7	94	1
7	95	1
7	97	1
7	100	2
7	101	1
7	103	1
7	104	1
7	106	2
7	110	2
7	112	1
7	114	3
8	11	1
8	12	3
8	15	1
8	16	3
8	19	2
8	23	3
8	24	2
8	26	1
8	27	6
8	34	2
8	35	1
8	38	2
8	40	2
8	41	1
8	42	2
8	43	2
8	44	2
8	45	6
8	46	2
8	47	6
8	48	1
8	49	5
8	50	1
8	51	4
8	56	2
8	57	2
8	58	1
8	59	1
8	64	5
8	66	1
8	70	1
8	71	1
8	72	1
8	73	1
8	74	2
8	75	4
8	76	4
8	77	1
8	79	3
8	83	1
8	84	1
8	85	1
8	86	1
8	89	1
8	92	1
8	93	6
8	94	2
8	95	1
8	99	1
8	100	3
8	101	6
8	104	4
8	105	2
8	106	6
8	109	2
8	110	2
8	112	4
8	114	5
9	10	2
9	11	2
9	13	1
9	14	2
9	17	5
9	18	11
9	19	3
9	26	1
9	28	2
9	29	5
9	30	2
9	31	9
9	32	6
9	33	3
9	34	2
9	37	5
9	45	3
9	46	2
9	47	2
9	50	3
9	51	1
9	52	2
9	54	1
9	55	3
9	56	2
9	60	1
9	61	2
9	66	1
9	68	1
9	75	8
9	77	1
9	83	1
9	86	1
9	87	2
9	89	2
9	90	1
9	91	9
9	93	1
9	94	9
9	95	2
9	96	10
9	99	1
9	100	2
9	102	1
9	104	1
